_id,IOS_App_Id,Title,Developer_Name,Developer_IOS_Id,IOS_Store_Url,Seller_Official_Website,Age_Rating,Total_Average_Rating,Total_Number_of_Ratings,Average_Rating_For_Version,Number_of_Ratings_For_Version,Original_Release_Date,Current_Version_Release_Date,Price_USD,Primary_Genre,All_Genres,Languages,Description
5ddd122c5add2aa7a436e074,1107620242,eBoox - book reader,ZAO Tematica,977632412.0,https://apps.apple.com/us/app/eboox-book-reader/id1107620242?uo=4,,4+,4.5,161.0,4.5,13,2016-06-03T02:09:39Z,2019-10-18T17:35:36Z,0.0,Book,"['Books', 'Utilities']","['BE', 'EN', 'FR', 'DE', 'IT', 'PT', 'RU', 'ZH', 'ES', 'ZH', 'UK', 'VI']","eBoox – the most pleasant book reader!

Simple and useful 
Free – no advertisement 
Can work with zip-archives
Book synchronization and reading progress
Supports text formats: fb2, epub, doc, docx, mobi, prc, txt, rtf, odt, html, azw, azw3 and others.

So simple: download books via iTunes, import your files from the email, web browser or cloud storages (Yandex.Disk, Dropbox, iCloud, Google Drive etc).

You can download free books from the built-in catalogues or to buy LitRes books with 30% discount!

We’ve already added detailed instructions for all download types. And there are three classic books for you to try our reader at once!"
5ddd122c5add2aa7a436e075,735945273,eböcker,Menca,579613148.0,https://apps.apple.com/us/app/eb%C3%B6cker/id735945273?uo=4,,4+,-1.0,-1.0,0.0,0,2013-11-07T05:52:13Z,2014-11-24T20:13:21Z,0.0,Book,"['Books', 'Entertainment']","['DA', 'EN', 'NB', 'SV']","Read ebooks on your iPhone, iPad and iPod Touch with Elgiganten’s newest reading app. The app is easy to use and offers excellent reading comfort. Choose between a variety of functions and settings. You can change font size and margin, and the app is automatically synchronized to last read page in all your Elgiganten applications. Enjoy news articles and book reviews. 

Features:
– Read EPUB- and PDF-files
– Book reviews and news articles
– Create customer account
– Read free book
– Import and read your personal PDF-documents
– Search inside the book or on Wikipedia and Internet
– Slide-function gives you quick and easy movement back and forth
– Synchronize bookmarks between Elgiganten ebook apps on different devices
– Add notes, bookmarks and highlights. Well suited for students and work related books
– Synchronize last read page and notes between all Elgiganten ebook apps
– Multiple choices: Day/night reading view with comfortable sepia color. Lighten/darken screen, adjust margins and font size
– Look up English-English translation
– Choose Landscape or portrait view. Internal lock screen rotation-function available
– Supports Adobe DRM. Add multiple Adobe Accounts (ID’s)"
5ddd122c5add2aa7a436e076,1045400763,eChemBook,Westermann Digital GmbH,1171669560.0,https://apps.apple.com/us/app/echembook/id1045400763?uo=4,,4+,-1.0,-1.0,0.0,0,2015-10-13T07:31:36Z,2016-01-04T20:25:36Z,0.0,Education,"['Education', 'Books']",['EN'],"Das digitale Chemieschulbuch eChemBook ist ein Prototyp eines elektronischen Schulbuchs und kann vergleichbar einem traditionellen Schulbuch im Unterricht eingesetzt werden. eChemBook ist im Rahmen eines von der Deutschen Forschungsgemeinschaft (DFG) geförderten Transferprojektes entstanden. Es enthält bisher die Themen „Teilchenmodell"" und ""Atommodell von Dalton“. Für die Aufgaben des E-Books wird ""SMART Notebook App for iPad"" benötigt.

Entwickelt wurde das eChemBook von dem Institut für Didaktik der Naturwissenschaften der Leibniz Universität Hannover, dem Leibniz-Institut für Wissensmedien in Tübingen, dem Schroedel-Westermann Verlag und SMART Technologies.

Diese App wurde für Studienzwecke entwickelt. Bei Interesse an einem forschungsbegleiteten Einsatz im Unterricht kontaktieren Sie bitte die Ansprechpartnerinnen der Studie, Nina Ulrich (ulrich@idn.uni-hannover.de) oder Juliane Richter (j.richter@iwm-tuebingen.de)."
5ddd122c5add2aa7a436e077,941536500,eCichnova,"Code Creator, s.r.o.",478346944.0,https://apps.apple.com/us/app/ecichnova/id941536500?uo=4,,4+,-1.0,-1.0,0.0,0,2014-11-26T13:54:35Z,2016-10-17T22:39:06Z,0.0,Education,"['Education', 'Books']",['EN'],"Aplikace eČichnova je elektronická knihovna a čtečka interaktivního elektronickeho obsahu pro tablety.

možnosti obsahu:
- fotogalerie
- videa (vložená/načítaná z internetu)
- audio
- mapy (interaktivní mapy vč. aktuální polohy)
- virtuální rotace
- a další

funkce aplikace:
- stahování dostupných publikací ze serveru
- třídení a mazání stažených publikací v Knihovně
- vyhledávání v seznamu publikací
- kategorie publikací
- pamatování rozečtené kapitoly a jeho místa
- rychlé listování v kapitolách
- označování textu
- obarvování textu
- vkládání vlastních objektů (čtyřúhelník, elipsa)
- sdílení označeného textu
- sdílení zabarveného textu
- sdílení poznámek
- vyhledávání v publikaci
- vkládání poznámek a jejich barevného rozlišení
- záložky v publikacích
- seznam poznámek a záložek v publikacích

- kategorie v knihovně publikací
- systém záložek a poznámek
- kompatibilita s externími soubory přímo v publikacích
- login
- podpora více formátů publikací"
5ddd122c5add2aa7a436e078,1071761892,eCUNI,"Code Creator, s.r.o.",478346944.0,https://apps.apple.com/us/app/ecuni/id1071761892?uo=4,http://www.codecreator.cz,4+,-1.0,-1.0,0.0,0,2016-01-26T06:39:07Z,2016-06-17T00:20:40Z,0.0,Education,"['Education', 'Books']",['EN'],"Celý systém Publi zajišťuje tvorbu, distribuci elektronických publikací. Více informací na webu publi.cz.

Aplikace eCUNI je elektronická knihovna a čtečka interaktivního elektronickeho obsahu pro tablety.

možnosti obsahu:
- fotogalerie
- videa (vložená/načítaná z internetu)
- audio
- mapy (interaktivní mapy vč. aktuální polohy)
- virtuální rotace
- a další

funkce aplikace:
- stahování dostupných publikací ze serveru
- třídení a mazání stažených publikací v Knihovně
- vyhledávání v seznamu publikací
- kategorie publikací
- pamatování rozečtené kapitoly a jeho místa
- rychlé listování v kapitolách
- označování textu
- obarvování textu
- vkládání vlastních objektů (čtyřúhelník, elipsa)
- sdílení označeného textu
- sdílení zabarveného textu
- sdílení poznámek
- vyhledávání v publikaci
- vkládání poznámek a jejich barevného rozlišení
- záložky v publikacích
- seznam poznámek a záložek v publikacích

- kategorie v knihovně publikací
- systém záložek a poznámek
- kompatibilita s externími soubory přímo v publikacích
- login
- podpora více formátů publikací"
5ddd122c5add2aa7a436e079,1024620725,edebéOn,edebe mobile,526434930.0,https://apps.apple.com/us/app/edeb%C3%A9on/id1024620725?uo=4,http://www.edebe.com,4+,-1.0,-1.0,0.0,0,2015-09-09T15:37:52Z,2018-08-01T16:53:10Z,0.0,Education,"['Education', 'Books']","['EN', 'ES']","edebéOn, es una aplicación para profesores, alumnos y familias desde la cual podrán acceder a las versiones digitales de sus publicaciones. 
 
Una vez activada su licencia de uso, desde esta aplicación podrá descargarse las versiones offline de los libros y materiales digitales de Edebé, los cuales incluyen una multitud de recursos digitales (videos, audios, animaciones, ejercicios interactivos) para mejorar el proceso de enseñanza de los alumnos.
 
De forma fácil, intuitiva y cómoda, podrá descargar y llevar consigo todos sus contenidos sin tener que estar conectado a internet.
 
Algunas de las funcionalidades más destacadas de esta aplicación son:
 
> Navegación: navegue fácilmente entre las diferentes páginas de la publicación.
> Índice de la publicación y de recursos: acceso directo al contenido específico de una forma ágil.
> Recursos digitales: multitud de recursos digitales (vídeos, audios, animaciones, ejercicios, enlaces, ...
> Búsqueda: busque y acceda rápidamente a los contenidos que le interesen.
> Herramientas de dibujo: un conjunto de herramientas para resaltar los contenidos más destacados.
> Punto de libro: utilice puntos de libro en las páginas que desee para poder consultarlas en cualquier momento.
> Anotaciones: realice sus propias anotaciones.
> Personalizable: ajuste sus preferencias de visualización.
 
Si tiene cualquier duda o sugerencia, por favor contacte con nosotros: (34) 902 44 44 41 - contacta@edebe.net
 
edebéOn, todas sus publicaciones a un solo clic."
5ddd122c5add2aa7a436e07a,1016390082,,,,,,,-1.0,-1.0,-1.0,-1,,,-1.0,,,,
5ddd122c5add2aa7a436e07b,1107554359,fable-fable,Fable Inc,1107554358.0,https://apps.apple.com/us/app/fable-fable/id1107554359?uo=4,https://www.fable-fable.com,4+,4.5,6.0,5.0,2,2017-03-06T18:40:39Z,2018-07-15T19:01:19Z,0.0,Book,"['Books', 'Utilities']",['EN'],Building bonds with your children and sharing your love of books starts here. Read to your children every night. Even if you’re away from home. Record personalized stories so your voice is always just a click away. Connect with them through storytime whenever they want to feel close and comforted. Customize the stories to make your child the hero and add special personal details that will delight them every time they listen.
5ddd122c5add2aa7a436e07c,1450902241,"fairy tale book, kumoncho",JeongHean Kim,1441741186.0,https://apps.apple.com/us/app/fairy-tale-book-kumoncho/id1450902241?uo=4,https://dev-yakuza.github.io/app/kumoncho/en/,4+,-1.0,-1.0,0.0,0,2019-02-09T11:10:40Z,2019-10-18T14:53:26Z,0.0,Book,"['Books', 'Education']",['EN'],"[Kumoncho]
Adventure Story of prince Ikaros and Kumoncho 

Prince Ikaros in the country of the clouds and his friend cloud Kumoncho.
It is a picture story book application for you to read it to your children. this fairy tale book drew courage and effort through the friendship of Ikaros and Kumoncho.

Please download it now and have fun with your children.

[The story is for you to enjoy with your children]
Kumoncho is a story that depicts the growth of Prince Ikaros who works hard to help his friends.
Friendship, courage, effort ... this story that you want to tell your children fully packed.

[Cute characters with colorful background and fickle]

Kumoncho features a colorful background that attracts the eyes of you and your children and the illustrations of the characters are so cute.
You and your children will surely like the illustrations of Kumoncho!"
5ddd122c5add2aa7a436e07d,592430341,fairy tales for children illustrated,Daniele Spinelli,592430344.0,https://apps.apple.com/us/app/fairy-tales-for-children-illustrated/id592430341?uo=4,,4+,-1.0,-1.0,0.0,0,2013-04-15T14:28:51Z,2013-07-18T22:04:16Z,0.0,Book,"['Books', 'Education']","['EN', 'IT']",fairy tales for children illustrated the theme of flowers
5ddd122c5add2aa7a436e07e,1465448344,farsamooz,mehdi ghasemi,1465448343.0,https://apps.apple.com/us/app/farsamooz/id1465448344?uo=4,,4+,4.0,13.0,4.0,12,2019-10-01T21:05:04Z,2019-10-03T11:23:44Z,0.0,Education,"['Education', 'Books']",[],"Smart Learning Automation app  is an Experimental and Research  software designed to integrate school education and information processes into preschool, elementary (descriptive) Schools.
Sustainable communication between school and parents is one of the important goals of this app"
5ddd122c5add2aa7a436e07f,1468726109,featherfall - text stories,Elixir Apps LLC,1468726108.0,https://apps.apple.com/us/app/featherfall-text-stories/id1468726109?uo=4,,17+,4.5,24.0,4.0,5,2019-06-26T21:41:59Z,2019-09-28T12:44:17Z,0.0,Book,['Books'],['EN'],"Read exciting romance chat stories! Explore featherfall's huge library of professionally written fictional stories.

It's like you're watching somebody else's messenger app texts.

Subscribe for unlimited access to all of our stories for the duration of your subscription.

- Weekly subscription is charged at $2.99 every week after the free trial period of 3 days.
- Payment is charged to your iTunes Account when you confirm the purchase.
- Subscriptions will automatically renew within 24-hours prior to the end of the current period.
- Subscriptions can be managed by the user and auto-renewal may be turned off by going to the user's Account Settings.
- Any unused portion of a free trial period will be forfeited when the user purchases a subscription.

By using featherfall, you agree to our
Terms of Use: http://www.elixirapps.io/wp-content/uploads/2019/06/Terms-Of-Service.txt
Privacy Policy: http://www.elixirapps.io/wp-content/uploads/2019/06/Privacy-Policy.txt"
5ddd122c5add2aa7a436e080,988641364,finnish bible free,Mala M,838230896.0,https://apps.apple.com/us/app/finnish-bible-free/id988641364?uo=4,,4+,-1.0,-1.0,0.0,0,2015-06-04T05:52:46Z,2015-06-04T05:52:46Z,0.0,Book,"['Books', 'Reference']","['DA', 'EN', 'PT', 'RU', 'ES', 'SV', 'UK']","This app contains both ""Old Testament"" and ""New Testament"" in Finnish. 

Features: 
*Read it anywhere no Internet needed 
*Works on iPhone, iPod Touch and iPad!!! 
*Easy and Quick Navigation 
* Bookmarking by chapter 
* Write and Title notes 
*Search with Highlight 
*Organized into Books & Chapters 
*Quiz (Multiple choice question)
*Popular Verse
*Popular Quotes
*Verse of the day
*Bible Dictionary
*Daily Bible reading Activity
*Word Search
*Audio Bible (Play,Pause,Stop)
*Orientation Support (Portrait,Landscape)
*History option (Word searched text).
*Christian Calendar Option.
*Settings 
     --> Brightness Increase and Decrease.
     --> Font Size Increase and Decrease.
     --> Custom Font style.
     --> Text Color Change.
     --> Text Background Color Change.
     --> App Theme Color Change.
     -->  Night Mode ON ,OFF.
     --> Verse Separator & spacing Verse.

*Easily Jump to Verse in Chapter with verses conveniently on top of each Chapter 
* Custom text colors. 
* Share verses with friends using social networks( Facebook/Twitter), email, or SMS (text). 
* Read easier with settings like fonts, text size 
*Much more!"
5ddd122c5add2aa7a436e081,1278273439,first2move,Simon Maddrell,1278273438.0,https://apps.apple.com/us/app/first2move/id1278273439?uo=4,,4+,-1.0,-1.0,0.0,0,2017-09-03T16:08:26Z,2018-03-28T21:27:36Z,0.0,Business,"['Business', 'Books']","['EN', 'ZH']",Real Estate Search Portal
5ddd122c5add2aa7a436e082,1132848940,firstbookenglishforkids,Prayut Zaiyoisakunlerd,1101089046.0,https://apps.apple.com/us/app/firstbookenglishforkids/id1132848940?uo=4,https://www.facebook.com/Construct-2-with-kruaun-jaidee-1000077390043187/,4+,-1.0,-1.0,0.0,0,2016-07-17T02:49:28Z,2016-07-17T02:49:28Z,0.0,Education,"['Education', 'Books']",['EN'],Learn the vocabulary about fruit and foods. With a simple conversation. Have a sound to repeat.
5ddd122c5add2aa7a436e083,1134503771,fish the fishes book - fishes games Learning coloring Book for Kids,Khampol Pimsri,1115551347.0,https://apps.apple.com/us/app/fish-fishes-book-fishes-games-learning-coloring-book/id1134503771?uo=4,,4+,-1.0,-1.0,0.0,0,2016-07-15T03:48:15Z,2016-07-15T03:48:15Z,0.0,Games,"['Games', 'Family', 'Books']",['EN'],"fish the fishes Coloring Book for free game for kids. Painting gives lots of fun and is great for kid. Help kids to develop their creativity and Improve their hand-eye coordination.

Bring your favourite colors come painting with this fish the fishes coloring book! Whether you love reds, blues, greens, pinks, or any other color you can be fun with create a masterpiece by colouring amazing pictures.

Features: 
• Easy to play 
• Choose from the available pictures which one you want to paint. 
Features: 
• Choose paint colors and choose the desired size
• Paint the picture selected by visionary.
• Show your wonderful images to all your family and see their reaction. 
• Choose another image and have fun trying your skills at creating a new masterpiece."
5ddd122c5add2aa7a436e084,1066160374,for 魔兽正史,LIANG HE,511567256.0,https://apps.apple.com/us/app/for-%E9%AD%94%E5%85%BD%E6%AD%A3%E5%8F%B2/id1066160374?uo=4,,9+,-1.0,-1.0,0.0,0,2016-01-09T01:20:50Z,2016-01-09T01:20:50Z,0.99,Book,"['Books', 'Entertainment']",['ZH'],"魔兽正史,讲述了魔兽世界里的宇宙起初形成到联盟和部落的战争.
从永恒之树的形成,到燃烧军团的入侵.
虽然没有小说一样的精彩细节,但是详细的介绍了魔兽这款游戏的剧情背景.
是魔兽玩家必听的一段史诗级有声读物."
5ddd122c5add2aa7a436e085,363738376,forScore,"forScore, LLC",797590287.0,https://apps.apple.com/us/app/forscore/id363738376?uo=4,https://forscore.co,4+,5.0,17835.0,5.0,26,2010-04-09T19:24:51Z,2019-11-22T23:52:21Z,14.99,Music,"['Music', 'Books']","['DA', 'NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PT', 'RU', 'ZH', 'ES', 'SV', 'ZH']","Go paperless. Get organized. Download and play something new in seconds. With forScore, the original sheet music reader for iOS, your scores have never been better—it’s everything you can do with paper and so much more. As seen in Apple retail stores worldwide!

On your music stand or on the go, it's the complete PDF sheet music reading experience that has wowed musicians all over the world for years:

CONNECT
• Copy PDFs from other apps like Safari and Mail
• Import scores from popular cloud storage services and content providers like Musicnotes.com
• Share scores and setlists with colleagues, whether or not they use forScore

ORGANIZE
• Add metadata to your scores for a perfectly browsable, instantly searchable library
• Create smart bookmarks to manage longer files containing multiple parts or pieces
• Group scores manually with Setlists to play through them from start to finish

PLAY
• View full pages in portrait orientation and crop them to better fit your device's screen
• Turn your device sideways for bigger scrolling pages or view two pages side by side instead
• Use Reflow on smaller screens to lay out systems of music end-to-end like a horizontal teleprompter

REFINE
• Enter annotation mode to draw with your finger, type text, or place common symbols onto the page
• Draw at any time with Apple Pencil for an incredibly natural and responsive, always-on annotation experience
• Separate your annotations into layers and show or hide them at any time

SIMPLIFY
• Create links and buttons to handle repeats or perform common actions with a single tap
• Rearrange and duplicate pages of a score to play without jumping back and forth
• Connect your Bluetooth page turner for hands-free navigation

EXTEND
• Access integrated utilities like our metronome, pitch pipe, tuner, and piano keyboard
• Link tracks to scores to loop regions, adjust pitch, and even use them to record and play back your page turns
• Connect wirelessly to nearby devices and coordinate your page turns and program changes effortlessly


There's much more than those highlights, though, so be sure to visit forscore.co to learn all about forScore's incredible features and find out why so many musicians agree that forScore is simply the best!


Note: forScore also includes an optional, annual auto-renewing subscription called forScore Pro that offers additional features and content (visit forScore.co/pro for complete details). forScore Pro is a 1-year subscription that renews automatically until canceled. Should you choose to subscribe, payment will be charged to your iTunes Account upon confirmation of purchase. Your subscription will then automatically renew unless canceled at least 24 hours before the end of the current period. You can manage your subscriptions in your iTunes Account Settings after purchase. Complete terms of service are available on our website at: forScore.co/terms-of-service"
5ddd122c5add2aa7a436e086,1246680946,forum vergabe e.V. Vergaberecht,forum vergabe e.V.,1464665879.0,https://apps.apple.com/us/app/forum-vergabe-e-v-vergaberecht/id1246680946?uo=4,http://www.forum-vergabe.de,4+,-1.0,-1.0,0.0,0,2017-06-09T18:09:16Z,2017-06-09T18:09:16Z,0.0,Education,"['Education', 'Books']","['CS', 'EN', 'FR', 'DE', 'RU', 'ES', 'TH']",Sie beschäftigen sich mit Vergaberecht? So wollen mehr zum Vergaberecht in Deutschland erfahren. Dann informieren Sie sich mit unserer neuen App. Alle Informationen zum deutschen Vergaberecht sind hier für Sie zusammengefasst ...
5ddd122c5add2aa7a436e087,1210044846,fotoforum Magazin,Martin Breutmann,1210044845.0,https://apps.apple.com/us/app/fotoforum-magazin/id1210044846?uo=4,,4+,-1.0,-1.0,0.0,0,2017-03-06T15:05:40Z,2017-03-06T15:05:40Z,0.0,Photo & Video,"['Photo & Video', 'Books']","['DA', 'NL', 'EN', 'FR', 'DE', 'IT', 'NB', 'PT', 'RU']","Das fotoforum Magazin präsentiert in sechs Ausgaben pro Jahr herausragende Fotostrecken und gibt viele Tipps für noch bessere Bilder. Erfahrene Praktiker vermitteln kompetente und vor allem verständliche Informationen rund um Fotografie, Fototechnik und Bildpräsentation. Dabei steht das Foto immer im Mittelpunkt. In jeder Ausgabe finden Sie auch aktuelle Trends aus der Fotoszene, Praxis-Tests sowie Veranstaltungstipps für Festivals, Workshops, Fotowettbewerbe und andere Events.

Mit der fotoforum Magazin App können Sie jetzt alle Ausgaben des fotoforum Magazins auch digital auf Ihrem Tablet oder Smartphone lesen. Dabei profitieren Sie von zusätzlichen Vorteilen und Features:
• Neue Ausgaben sind bereits vor dem offiziellen Erscheinungstermin in der App erhältlich.
• GRATIS: Lesen Sie die Ausgabe 1/2017 kostenlos. 
• Alle digitalen Ausgaben des fotoforum Magazins sind durchsuchbar. So finden Sie alte Artikel kinderleicht wieder.
• Praktisch: Weiterführende Links direkt in der Ausgabe öffnen.

Die Bedienung der App ist kinderleicht: Mit der Seitenübersicht können Sie schnell durch die gesamte Ausgabe navigieren. Zoomen Sie mit zwei Fingern in den Text oder lesen Sie längere Artikel im Textmodus. Alle Bilder der Ausgaben (ab 2017) können Sie sich in einer komfortablen Vollbildansicht anschauen. Zur Ansicht von Doppelseiten können Sie bequem zwischen Quer- und Hochformat wechseln. 

In-App-Käufe:
Sie können in der App digitale Einzelausgaben des fotoforum Magazins kaufen und auf allen mobilen Endgeräten (Tablet, Smartphone) lesen. 

Einzelexemplar: 7,99 EUR 

Weiterführende Informationen zum Datenschutz finden Sie hier:
https://www.fotoforum.de/impressum 

Wir wünschen Ihnen viel Freude beim Lesen der digitalen Ausgaben vom fotoforum Magazin!"
5ddd122c5add2aa7a436e088,1333549484,frankie - sohbet hikayeler,kidimami,1076538538.0,https://apps.apple.com/us/app/frankie-sohbet-hikayeler/id1333549484?uo=4,https://frankie.chat,12+,-1.0,-1.0,0.0,0,2018-03-20T13:52:02Z,2018-06-27T23:53:29Z,0.0,Entertainment,"['Entertainment', 'Books']",['EN'],"frankie her gün büyüyen sohbet hikaye (chat fiction)  kataloğu ile tanıdık ama yepyeni bir formatta size eğlenceli, heyecanlı, korkutucu ve gizemli hikayeler sunar.
Bir mesajlaşma uygulaması görünümde olan hikayelerde metin, resim, ses ve video mesajları ile zenginleştirilmiş eğlenceli bir atmosfer — bir sonraki mesajı görmek için ekrana dokunman yeterli

------------------------
frankie
------------------------
• Yaratıcı ekibimiz tarafından yazılmış ve seçilmiş en iyi hikayler 
• Bir çok farklı kategoride hikaye tipleri
• Her yerde hızlıca okuyabilceğiniz bağımlılık yapan hikayeler
• Sıklıklat güncellenen katalog - yeni hikayeler, mevcut hikayelerin yeni bölümleri

Sizin için eğlenceli ve hızlı bir bir okuma deneyimi yarattık. Gelin ve görün!


=====================================================
SOHBET HİKAYERİN DÜNYASINI KEŞFET – FRANKIE’Yİ HEMEN İNDİR! 
=====================================================



Tüm hikayelere sınırsız, reklamsız beklemeden ulaşmak için abone ol!

• 7 GÜNLÜK ÜCRETSİZ deneme süresi sonrasında HAFTALIK ABONELİK İÇİN itunes Hesabınızan haftalık 2.99 TL ödeme alınır
• AYLIK ABONELİK 'te itunes hesabınızdan aylık 9.99 TL ödeme alınır
• AYLIK ABONELİK' te itunes hesabınızdan aylık 79.99 TL ödeme alınır
• Ücretler hesabınızda onay sonrası yansır
• Abonelikler otomatik yenileme mevcut dönemin sonundan en az 24 seat once devre dışı bırakılmadığı durumlarda kendini yeniler
• Abonelik yönetimi ve otomatik yenileme değişikliklerini itunes hesabınız üzerinden yapabilirsiniz.
• Abonelik başlangıcı ile (kaldıysa) ücretsiz deneme süresi sona erer.
• Aktif bir abonelik dönemi içerisinde abonelik iptali yapılamaz


frankie kullanarak , Kullanım ve Gizlilik Şartlarını kabul etmiş olursunuz: https://s3.eu-central-1.amazonaws.com/frankieapp/agreements/frankie_kullanici_sartlari_ve_gizlilik_sartları.pdf"
5ddd122c5add2aa7a436e089,1451302195,fReads,"Qualex Consulting Services, Inc",323694416.0,https://apps.apple.com/us/app/freads/id1451302195?uo=4,,4+,-1.0,-1.0,5.0,2,2019-02-14T01:41:28Z,2019-02-14T01:41:28Z,0.0,Education,"['Education', 'Books']",['EN'],fReads is the ultimate collection of free “must read” books in English Literature and more. This app contains a wide variety of books ranging from novels and plays to business and educational books. fReads offers a variety of functionalities for readers such as an auto scrolling feature to allow for hands free reading as well as a highlight feature that persists over time so that readers can go back to previous chapters and review the points of interest to them. All in all fReads is the perfect tool for readers of all kinds.
5ddd122c5add2aa7a436e08a,1166062159,gebraucht-medien-ankauf,Rafael Kroll,1166062158.0,https://apps.apple.com/us/app/gebraucht-medien-ankauf/id1166062159?uo=4,,4+,-1.0,-1.0,0.0,0,2016-10-28T05:25:11Z,2018-08-27T18:55:23Z,0.0,Entertainment,"['Entertainment', 'Books']",['EN'],"Wir kaufen Ihre gebrauchten Bücher, CDs, DVDs, Games, Handys, Konsolen ... zu top Preisen

Geben Sie die ISBN bzw. den 13-stelligen Barcode des Artikles in das Eingabefeld ein oder scannen Sie den Barcode. 

Unser AnkaufSystem zeigt Ihnen sofort den Ankaufspreis für Ihren Artikel an. Bitte prüfen Sie, mittels der Beschreibung etc., ob es sich um exakt diesen Artikel handelt.
Hinweis: Sollte auf dem Artikel keine ISBN bzw. kein 13-stelliger Barcode vorhanden sein, so dürfen Sie gerne mittels Titeleingabe fortfahren.

Haben Sie den Mindestverkaufspreis von 20,00 Euro erreicht, können Sie den Verkauf Ihrer Artikel bestätigen, indem Sie Ihre Kontaktdaten eingeben.

Sie nennen uns einen Abholtermin an dem das Paket bei Ihnen oder einer abweichenden Adresse abgeholt werden darf bzw. erhalten einen kostenlosen Versandschein per Mail. Sie besitzen keinen Drucker? Dann senden Sie uns gerne Ihre Artikel zu, dieses wird von uns erstattet - Siehe Versandkosten.

Abschießend erhalten Sie eine e-Mail, mit der Bestätigung Ihres Verkaufs und Ihrem Packzettel, den Sie bitte ausdrucken und dem Paket beifügen.

Wenige Tage später überweisen wir Ihnen den Ankaufpreis auf Ihr Konto."
5ddd122c5add2aa7a436e08b,338552990,getAbstract Book Summaries,getAbstract,338552994.0,https://apps.apple.com/us/app/getabstract-book-summaries/id338552990?uo=4,http://www.getabstract.com,4+,4.0,408.0,3.5,2,2010-05-13T18:17:02Z,2019-10-03T15:11:08Z,0.0,Education,"['Education', 'Books']",['EN'],"Get the key insights from 20,000+ of the best nonfiction and business books, articles and video talks packed into powerful 10-minute summaries. 

Millions of readers worldwide use getAbstract to get all the benefits of reading in just a few minutes a day!

LEARN MORE IN LESS TIME
•	Get 20,000+ of the world’s best nonfiction and business books, articles and video talks summarized into powerful 10-minute reads
•	Follow expert-curated channels in topics such as business, productivity, leadership, personal development, science & technology, and more
•	Get personalized reading recommendations

LEARN WITH AUDIO AND TEXT ANYTIME, ANYWHERE
•	READ summaries or LISTEN to audio summaries on the go
•	Select your language from English, German, Spanish, Chinese, French, Portuguese and Russian
•	Get access online & offline on any device
•	Send your summaries to your Kindle

LEARN FROM A TEAM YOU CAN TRUST: Our expert editorial team has 20 years of experience. They carefully read, select and summarize every title to make sure that it’s relevant for your personal and professional development.

LEARN FROM A TEAM WITH HIGH VALUES: Fairness is one of our core values. We request rights for every title from publishers and authors.

LEARN FROM A TEAM WITH GREAT PARTNERS: Our 650+ partners include TED, The Economist, Hachette Book Group, HarperCollins, Penguin Random House, WILEY and many more.

LEARN FROM A TEAM TRUSTED BY FORTUNE 100: Over one third of Fortune 100 companies trust getAbstract to provide their employees and executives with the knowledge they need to succeed. 

-----------------------------

WHAT OUR CUSTOMERS AND PARTNERS SAY

“Your summaries are impressively precise, short yet simultaneously deep, little works of art.” –Jakob Strobel y Serra, feuilleton editor for Frankfurter Allgemeine Zeitung

“My most limited resource is time. My most valuable asset is knowledge. Thanks to getAbstract, I can absorb more knowledge in less time. That’s a great return on investment!” –Bob Eccles, Senior Fellow of PwC and Harvard Professor

""If you're not learning, you're dying. I'm in the business of helping people learn, and I know how hard it is to make wisdom accessible and useable. getAbstract has a gift for condensing the insight of business books into tangible tools that help people learn so that everyone benefits: their organisation, their team and themselves."" –Michael Bungay Stanier, bestselling author of The Coaching Habit
-----------------------------

CHOOSE A PLAN AND START READING:

getAbstract Starter
Unlimited ONLINE access to 20,000+ summaries 
Text and AUDIO summaries in 7 languages
Share summaries with friends for free

getAbstract Pro 
Unlimited ONLINE & OFFLINE access to 20,000+ summaries
Text and AUDIO summaries in 7 languages
Download PDF, audio, .ePub
Send to Kindle
Create personal channels with your favorite summaries
Share summaries with friends for free
Sync across all devices

All plans can be subscribed monthly or annually.

TRY GETABSTRACT FOR FREE:

Sign up for a 3-DAY FREE TRIAL. Spend a few days reading our summaries, learning new things and expanding your horizons – we guarantee you’ll love it! 

Please note: Payment will be charged to your iTunes Account once you confirm the purchase. Account will be charged for renewal within 24-hours prior to the end of the current period at the same cost unless auto-renew is turned off. Subscriptions may be managed by you and auto-renewal may be turned off by going to your Account Settings after purchase. The subscription does not offer a free trial period.

-----------------------------

QUESTIONS?

You can find all the details in our terms of use and privacy policy here:
Privacy Policy: https://www.getabstract.com/www/jsp/PrivacyPolicy.jsp
Terms of use: https://www.getabstract.com/www/docs/tc/getabstract-tc-b2c-en.pdf

Do you still have questions or suggestions? One of our customer support experts will help you with anything you need. Contact us at info@getabstract.com"
